location.name,collected,event.count,treatment.name,duplicate,sample.id,analyte,result,units,non.detect,method,cas.number,mdl,rl,event.type,SAMPLE.ID,LAB.ID.x,METHOD,CAS.NUMBER,ANALYTE,RESULT,UNITS,DILUTION,RESULT.REPORTED.TO,MDL,RL,flag,method.name,flow.vol.liter,long,lat,COLLECTED,RECEIVED
2200,7/27/2022,Irr 4,ARDEC 2200,TRUE,A2-04-OT-D,"Phosphorus, Total Orthophosphate (as P)",,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-IN-1,"Phosphorus, Total Orthophosphate (as P)",0.12,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-IN-1-D,"Phosphorus, Total Orthophosphate (as P)",0.14,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-OT-1,"Phosphorus, Total Orthophosphate (as P)",0.25,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-OT-1-D,"Phosphorus, Total Orthophosphate (as P)",0.24,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-GP-1,"Phosphorus, Total Orthophosphate (as P)",0.096,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-IN-1,"Phosphorus, Total Orthophosphate (as P)",0.19,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-IN-1-D,"Phosphorus, Total Orthophosphate (as P)",0.18,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-OT-1,"Phosphorus, Total Orthophosphate (as P)",0.24,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-OT-1-D,"Phosphorus, Total Orthophosphate (as P)",0.28,mg/L,FALSE,SM4500P E - P-Ortho M4500P E,7723-14-0,0.01,0.05,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-IN-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-OT,"Nitrogen, Nitrite  (As N)",2.5,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-OT-D,"Nitrogen, Nitrite  (As N)",2.5,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-IN-D,"Nitrogen, Nitrite  (As N)",2.2,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-OT,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-OT-D,"Nitrogen, Nitrite  (As N)",2.3,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-IN-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-OT,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-OT-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-OT,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,TRUE,A2-04-OT-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-IN-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-IN-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-OT-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-OT-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-GP-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-IN-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-IN-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-OT-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-OT-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-IN,"Nitrogen, Nitrate (As N)",7,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-IN-D,"Nitrogen, Nitrate (As N)",7.1,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-OT,"Nitrogen, Nitrate (As N)",6.8,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-OT-D,"Nitrogen, Nitrate (As N)",6.8,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-IN,"Nitrogen, Nitrate (As N)",7.2,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-IN-D,"Nitrogen, Nitrate (As N)",7.2,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-OT,"Nitrogen, Nitrate (As N)",6.8,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-OT-D,"Nitrogen, Nitrate (As N)",6.8,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-IN,"Nitrogen, Nitrate (As N)",8.2,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-IN-D,"Nitrogen, Nitrate (As N)",8.23,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-OT,"Nitrogen, Nitrate (As N)",8.14,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-OT-D,"Nitrogen, Nitrate (As N)",8.17,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-IN,"Nitrogen, Nitrate (As N)",6.7,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-OT,"Nitrogen, Nitrate (As N)",5.7,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,TRUE,A2-04-OT-D,"Nitrogen, Nitrate (As N)",5.7,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-IN-1,"Nitrogen, Nitrate (As N)",8.2,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-IN-1-D,"Nitrogen, Nitrate (As N)",8.3,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-OT-1,"Nitrogen, Nitrate (As N)",7.2,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-OT-1-D,"Nitrogen, Nitrate (As N)",7.3,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-GP-1,"Nitrogen, Nitrate (As N)",8.1,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-IN-1,"Nitrogen, Nitrate (As N)",8,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-IN-1-D,"Nitrogen, Nitrate (As N)",7.7,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-OT-1,"Nitrogen, Nitrate (As N)",6.7,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-OT-1-D,"Nitrogen, Nitrate (As N)",6.5,mg/L,FALSE,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-IN,"Nitrogen, Total Kjeldahl",1.7,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-IN-D,"Nitrogen, Total Kjeldahl",2.5,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-OT,"Nitrogen, Total Kjeldahl",2.2,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-OT-D,"Nitrogen, Total Kjeldahl",0.87,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-IN,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-IN-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-OT,"Nitrogen, Total Kjeldahl",0.91,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-OT-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-IN,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-IN-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-OT,"Nitrogen, Total Kjeldahl",1.1,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-OT-D,"Nitrogen, Total Kjeldahl",J,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-IN,"Nitrogen, Total Kjeldahl",0,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-OT,"Nitrogen, Total Kjeldahl",1.1,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,TRUE,A2-04-OT-D,"Nitrogen, Total Kjeldahl",1,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-IN-1,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-IN-1-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-OT-1,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-OT-1-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-GP-1,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-IN-1,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-IN-1-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-OT-1,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-OT-1-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-IN,"Phosphorus, Total (As P)",0.22,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-IN-D,"Phosphorus, Total (As P)",0.22,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-OT,"Phosphorus, Total (As P)",0.63,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-OT-D,"Phosphorus, Total (As P)",0.32,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-IN,"Phosphorus, Total (As P)",0.32,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-IN-D,"Phosphorus, Total (As P)",0.8,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-OT,"Phosphorus, Total (As P)",0.3,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-OT-D,"Phosphorus, Total (As P)",0.31,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-IN,"Phosphorus, Total (As P)",8.37,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-IN-D,"Phosphorus, Total (As P)",8.38,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-OT,"Phosphorus, Total (As P)",8.35,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-OT-D,"Phosphorus, Total (As P)",8.36,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-IN,"Phosphorus, Total (As P)",0.2,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-OT,"Phosphorus, Total (As P)",0.15,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,TRUE,A2-04-OT-D,"Phosphorus, Total (As P)",0.16,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-IN-1,"Phosphorus, Total (As P)",0.083,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
