location.name,collected,event.count,treatment.name,duplicate,sample.id,analyte,result,units,non.detect,method,cas.number,mdl,rl,event.type,SAMPLE.ID,LAB.ID.x,METHOD,CAS.NUMBER,ANALYTE,RESULT,UNITS,DILUTION,RESULT.REPORTED.TO,MDL,RL,flag,method.name,flow.vol.liter,long,lat,COLLECTED,RECEIVED
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-IN-1-D,"Phosphorus, Total (As P)",0.13,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-OT-1,"Phosphorus, Total (As P)",0.1,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-OT-1-D,"Phosphorus, Total (As P)",0.099,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-GP-1,"Phosphorus, Total (As P)",,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-IN-1,"Phosphorus, Total (As P)",0.25,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-IN-1-D,"Phosphorus, Total (As P)",0.36,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-OT-1,"Phosphorus, Total (As P)",0.15,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-OT-1-D,"Phosphorus, Total (As P)",0.14,mg/L,FALSE,SM4500P E - P_TW M4500P E,7723-14-0,0.02,0.05,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-IN,"Selenium, Total",0.01,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-IN-D,"Selenium, Total",0.011,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-OT,"Selenium, Total",0.0098,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-OT-D,"Selenium, Total",0.0089,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-IN,"Selenium, Total",0.01,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-IN-D,"Selenium, Total",0.01,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-OT,"Selenium, Total",0.0091,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-OT-D,"Selenium, Total",0.0086,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-IN,"Selenium, Total",0.0086,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-IN-D,"Selenium, Total",0.0087,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-OT,"Selenium, Total",0.0084,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-OT-D,"Selenium, Total",0.0085,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-IN,"Selenium, Total",0.0096,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-OT,"Selenium, Total",0.008,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,TRUE,A2-04-OT-D,"Selenium, Total",0.0092,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-IN-1,"Selenium, Total",0.0081,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-IN-1-D,"Selenium, Total",0.0095,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-OT-1,"Selenium, Total",0.0083,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-OT-1-D,"Selenium, Total",0.0089,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-GP-1,"Selenium, Total",0.00865,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-IN-1,"Selenium, Total",0.00954,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-IN-1-D,"Selenium, Total",0.00934,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-OT-1,"Selenium, Total",0.00823,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-OT-1-D,"Selenium, Total",0.00831,mg/L,FALSE,200.8,SE,0.0002,0.0002,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-IN,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-IN-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,FALSE,AT-01-OT,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/29/2022,Irr 1,ARDEC 2200,TRUE,AT-01-OT-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-IN,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-IN-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,FALSE,A2-02-OT,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/13/2022,Irr 2,ARDEC 2200,TRUE,A2-02-OT-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-IN,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-IN-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,FALSE,A2-03-OT,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/19/2022,Irr 3,ARDEC 2200,TRUE,A2-03-OT-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-IN,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,FALSE,A2-04-OT,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,7/27/2022,Irr 4,ARDEC 2200,TRUE,A2-04-OT-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-IN-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-IN-1-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,FALSE,A2-05-OT-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/20/2022,Irr 5,ARDEC 2200,TRUE,A2-05-OT-1-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-GP-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-IN-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-IN-1-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,FALSE,A2-06-OT-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,8/26/2022,Irr 6,ARDEC 2200,TRUE,A2-06-OT-1-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
