location.name,collected,event.count,treatment.name,duplicate,sample.id,analyte,result,units,non.detect,method,cas.number,mdl,rl,event.type,lab.id.x,dilution,result.reported.to,flag,method.name,flow.vol.liter,long,lat,received
ARDEC,7/18/2023 16:00,Irrigation 1,,FALSE,A2-01-IN-ISC,"Nitrogen, Nitrate (As N)",2.25,mg/L,FALSE,E300 - 300_W,14797-55-8,0.03,0.1,Inflow,HS23071046-06,1,RL,,ISCO,,,,7/18/2023 13:35
ARDEC,7/18/2023 16:00,Irrigation 1,,FALSE,A2-01-OT-ISC,"Nitrogen, Nitrate (As N)",3.27,mg/L,FALSE,E300 - 300_W,14797-55-8,0.03,0.1,Outflow,HS23071046-04,1,RL,,ISCO,,,,7/18/2023 13:35
Lab Blank,7/18/2023 16:00,Irrigation 1,,FALSE,BK-A2-01,"Nitrogen, Nitrate (As N)",0,mg/L,FALSE,E300 - 300_W,14797-55-8,0.03,0.1,Lab Blank,HS23071046-05,1,RL,,Lab Blank,,,,7/18/2023 13:35
ARDEC,8/16/2023 3:00,Irrigation 2,,FALSE,A2-02-OT-ISC,"Nitrogen, Nitrate (As N)",9.27,mg/L,FALSE,E300 - 300_W,14797-55-8,0.03,0.1,Outflow,HS23081137-01,1,RL,H,ISCO,,,,8/18/2023 9:50
ARDEC,8/16/2023 3:00,Irrigation 2,,TRUE,A2-02-OT-ISC-D,"Nitrogen, Nitrate (As N)",9.16,mg/L,FALSE,E300 - 300_W,14797-55-8,0.03,0.1,Outflow,HS23081137-02,1,RL,H,ISCO,,,,8/18/2023 9:50
Lab Blank,8/16/2023 3:00,Irrigation 2,,FALSE,BK-A2-02,"Nitrogen, Nitrate (As N)",0,mg/L,FALSE,E300 - 300_W,14797-55-8,0.03,0.1,Lab Blank,HS23081137-03,1,RL,,Lab Blank,,,,8/18/2023 9:50
ARDEC,8/22/2023 16:00,Irrigation 3,,FALSE,A2-03-IN-ISC,"Nitrogen, Nitrate (As N)",9.53,mg/L,FALSE,E300 - 300_W,14797-55-8,0.06,0.2,Inflow,HS23081394-04,2,RL,,ISCO,,,,8/23/2023 8:00
ARDEC,8/22/2023 16:00,Irrigation 3,,TRUE,A2-03-IN-ISC-D,"Nitrogen, Nitrate (As N)",9.48,mg/L,FALSE,E300 - 300_W,14797-55-8,0.06,0.2,Inflow,HS23081394-05,2,RL,,ISCO,,,,8/23/2023 8:00
ARDEC,8/22/2023 16:00,Irrigation 3,,FALSE,A2-03-OT-ISC,"Nitrogen, Nitrate (As N)",8.95,mg/L,FALSE,E300 - 300_W,14797-55-8,0.06,0.2,Outflow,HS23081394-01,2,RL,,ISCO,,,,8/23/2023 8:00
ARDEC,8/22/2023 16:00,Irrigation 3,,TRUE,A2-03-OT-ISC-D,"Nitrogen, Nitrate (As N)",8.87,mg/L,FALSE,E300 - 300_W,14797-55-8,0.06,0.2,Outflow,HS23081394-02,2,RL,,ISCO,,,,8/23/2023 8:00
Lab Blank,8/22/2023 16:00,Irrigation 3,,FALSE,BK-A2-03,"Nitrogen, Nitrate (As N)",0,mg/L,FALSE,E300 - 300_W,14797-55-8,0.03,0.1,Lab Blank,HS23081394-03,1,RL,,Lab Blank,,,,8/23/2023 8:00
2200,6/7/2021,Irrigation 1,Outflow,FALSE,A2-01-OT-1,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/7/2021,Irrigation 1,Outflow,TRUE,A2-01-OT-1-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/7/2021,Irrigation 1,Outflow,FALSE,A2-01-OT-2,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/7/2021,Irrigation 1,Outflow,TRUE,A2-01-OT-2-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Outflow,FALSE,A2-02-OT-1,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Outflow,TRUE,A2-02-OT-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Inflow,FALSE,A2-02-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Inflow,TRUE,A2-02-IN-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,FALSE,A2-03-OT-1,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,TRUE,A2-03-OT-D-1,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,FALSE,A2-03-OT-2,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,TRUE,A2-03-OT-D-2,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Inflow,FALSE,A2-03-IN-2,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Inflow,TRUE,A2-03-IN-D-2,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,FALSE,AT-01-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,TRUE,AT-01-IN-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,FALSE,AT-01-OT,"Nitrogen, Nitrite  (As N)",2.5,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,TRUE,AT-01-OT-D,"Nitrogen, Nitrite  (As N)",2.5,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,FALSE,A2-02-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,TRUE,A2-02-IN-D,"Nitrogen, Nitrite  (As N)",2.2,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,FALSE,A2-02-OT,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,TRUE,A2-02-OT-D,"Nitrogen, Nitrite  (As N)",2.3,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/19/2022,Irrigation 3,ARDEC 2200,FALSE,A2-03-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/19/2022,Irrigation 3,ARDEC 2200,TRUE,A2-03-IN-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/19/2022,Irrigation 3,ARDEC 2200,FALSE,A2-03-OT,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/19/2022,Irrigation 3,ARDEC 2200,TRUE,A2-03-OT-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/27/2022,Irrigation 4,ARDEC 2200,FALSE,A2-04-IN,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/27/2022,Irrigation 4,ARDEC 2200,FALSE,A2-04-OT,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,7/27/2022,Irrigation 4,ARDEC 2200,TRUE,A2-04-OT-D,"Nitrogen, Nitrite  (As N)",,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/20/2022,Irrigation 5,ARDEC 2200,FALSE,A2-05-IN-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/20/2022,Irrigation 5,ARDEC 2200,TRUE,A2-05-IN-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/20/2022,Irrigation 5,ARDEC 2200,FALSE,A2-05-OT-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/20/2022,Irrigation 5,ARDEC 2200,TRUE,A2-05-OT-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/26/2022,Irrigation 6,ARDEC 2200,FALSE,A2-06-GP-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/26/2022,Irrigation 6,ARDEC 2200,FALSE,A2-06-IN-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/26/2022,Irrigation 6,ARDEC 2200,TRUE,A2-06-IN-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/26/2022,Irrigation 6,ARDEC 2200,FALSE,A2-06-OT-1,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
2200,8/26/2022,Irrigation 6,ARDEC 2200,TRUE,A2-06-OT-1-D,"Nitrogen, Nitrite  (As N)",HU,mg/L,FALSE,E300 - 300_W,14797-65-0,0.15,0.5,,,,,,,,,,
ARDEC,7/18/2023 16:00,Irrigation 1,,FALSE,A2-01-IN-ISC,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.03,0.1,Inflow,HS23071046-06,1,RL,,ISCO,,,,7/18/2023 13:35
ARDEC,7/18/2023 16:00,Irrigation 1,,FALSE,A2-01-OT-ISC,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.03,0.1,Outflow,HS23071046-04,1,RL,,ISCO,,,,7/18/2023 13:35
Lab Blank,7/18/2023 16:00,Irrigation 1,,FALSE,BK-A2-01,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.03,0.1,Lab Blank,HS23071046-05,1,RL,,Lab Blank,,,,7/18/2023 13:35
ARDEC,8/16/2023 3:00,Irrigation 2,,FALSE,A2-02-OT-ISC,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.03,0.1,Outflow,HS23081137-01,1,RL,,ISCO,,,,8/18/2023 9:50
ARDEC,8/16/2023 3:00,Irrigation 2,,TRUE,A2-02-OT-ISC-D,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.03,0.1,Outflow,HS23081137-02,1,RL,,ISCO,,,,8/18/2023 9:50
Lab Blank,8/16/2023 3:00,Irrigation 2,,FALSE,BK-A2-02,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.03,0.1,Lab Blank,HS23081137-03,1,RL,,Lab Blank,,,,8/18/2023 9:50
ARDEC,8/22/2023 16:00,Irrigation 3,,FALSE,A2-03-IN-ISC,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.06,0.2,Inflow,HS23081394-04,2,RL,,ISCO,,,,8/23/2023 8:00
ARDEC,8/22/2023 16:00,Irrigation 3,,TRUE,A2-03-IN-ISC-D,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.06,0.2,Inflow,HS23081394-05,2,RL,,ISCO,,,,8/23/2023 8:00
ARDEC,8/22/2023 16:00,Irrigation 3,,FALSE,A2-03-OT-ISC,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.06,0.2,Outflow,HS23081394-01,2,RL,,ISCO,,,,8/23/2023 8:00
ARDEC,8/22/2023 16:00,Irrigation 3,,TRUE,A2-03-OT-ISC-D,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.06,0.2,Outflow,HS23081394-02,2,RL,,ISCO,,,,8/23/2023 8:00
Lab Blank,8/22/2023 16:00,Irrigation 3,,FALSE,BK-A2-03,"Nitrogen, Nitrite  (As N)",0,mg/L,FALSE,E300 - 300_W,14797-65-0,0.03,0.1,Lab Blank,HS23081394-03,1,RL,,Lab Blank,,,,8/23/2023 8:00
2200,6/7/2021,Irrigation 1,Outflow,FALSE,A2-01-OT-1,"Nitrogen, Total Kjeldahl",1.2,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/7/2021,Irrigation 1,Outflow,TRUE,A2-01-OT-1-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/7/2021,Irrigation 1,Outflow,FALSE,A2-01-OT-2,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/7/2021,Irrigation 1,Outflow,TRUE,A2-01-OT-2-D,"Nitrogen, Total Kjeldahl",0.87,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Outflow,FALSE,A2-02-OT-1,"Nitrogen, Total Kjeldahl",1.2,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Outflow,TRUE,A2-02-OT-D,"Nitrogen, Total Kjeldahl",0.88,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Inflow,FALSE,A2-02-IN,"Nitrogen, Total Kjeldahl",1.8,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/15/2021,Irrigation 2,Inflow,TRUE,A2-02-IN-D,"Nitrogen, Total Kjeldahl",1.2,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,FALSE,A2-03-OT-1,"Nitrogen, Total Kjeldahl",1.2,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,TRUE,A2-03-OT-D-1,"Nitrogen, Total Kjeldahl",1.2,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,FALSE,A2-03-OT-2,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Outflow,TRUE,A2-03-OT-D-2,"Nitrogen, Total Kjeldahl",0.96,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Inflow,FALSE,A2-03-IN-2,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/30/2021,Irrigation 3,Inflow,TRUE,A2-03-IN-D-2,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,FALSE,AT-01-IN,"Nitrogen, Total Kjeldahl",1.7,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,TRUE,AT-01-IN-D,"Nitrogen, Total Kjeldahl",2.5,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,FALSE,AT-01-OT,"Nitrogen, Total Kjeldahl",2.2,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,6/29/2022,Irrigation 1,ARDEC 2200,TRUE,AT-01-OT-D,"Nitrogen, Total Kjeldahl",0.87,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,FALSE,A2-02-IN,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,TRUE,A2-02-IN-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,FALSE,A2-02-OT,"Nitrogen, Total Kjeldahl",0.91,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
2200,7/13/2022,Irrigation 2,ARDEC 2200,TRUE,A2-02-OT-D,"Nitrogen, Total Kjeldahl",,mg/L,FALSE,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,
