location.name,collected,event.count,treatment.name,duplicate,sample.id,analyte,result,units,non.detect,method,cas.number,mdl,rl,event.type,SAMPLE.ID,LAB.ID.x,METHOD,CAS.NUMBER,ANALYTE,RESULT,UNITS,DILUTION,RESULT.REPORTED.TO,MDL,RL,flag,method.name,flow.vol.liter,long,lat,COLLECTED,RECEIVED
,,,,,,"Selenium, Total",,mg/L,FALSE,200.8,SE,0.2,0.2,,,,,,,,,,,,,,,,,,,
2200,6/7/2021,Irr 1,Outflow,FALSE,A2-01-OT-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/7/2021,Irr 1,Outflow,TRUE,A2-01-OT-1-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/7/2021,Irr 1,Outflow,FALSE,A2-01-OT-2,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/7/2021,Irr 1,Outflow,TRUE,A2-01-OT-2-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/15/2021,Irr 2,Outflow,FALSE,A2-02-OT-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/15/2021,Irr 2,Outflow,TRUE,A2-02-OT-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/15/2021,Irr 2,Inflow,FALSE,A2-02-IN,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/15/2021,Irr 2,Inflow,TRUE,A2-02-IN-D,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/30/2021,Irr 3,Outflow,FALSE,A2-03-OT-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/30/2021,Irr 3,Outflow,TRUE,A2-03-OT-D-1,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/30/2021,Irr 3,Outflow,FALSE,A2-03-OT-2,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/30/2021,Irr 3,Outflow,TRUE,A2-03-OT-D-2,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/30/2021,Irr 3,Inflow,FALSE,A2-03-IN-2,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
2200,6/30/2021,Irr 3,Inflow,TRUE,A2-03-IN-D-2,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
,,,,,,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
,,,,,,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
,,,,,,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
,,,,,,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
,,,,,,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
,,,,,,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
,,,,,,TSS,,mg/L,FALSE,E160.2 - TSS_W_160.2,TSS,2.5,2.5,,,,,,,,,,,,,,,,,,,
