"location.name","collected","event.count","treatment.name","duplicate","sample.id","analyte","result","units","non.detect","method","cas.number","mdl","rl","event.type","lab.id.x","dilution","result.reported.to","flag","method.name","flow.vol.liter","long","lat","received","SAMPLE.ID","year"
"ARDEC","6/15/2021","Irrigation 2",NA,TRUE,"A2-02-OT-D","Phosphorus, Total (As P)",0.19,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-D","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,FALSE,"A2-02-IN","Phosphorus, Total (As P)",0.28,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,TRUE,"A2-02-IN-D","Phosphorus, Total (As P)",0.3,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN-D","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-1","Phosphorus, Total (As P)",0.21,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-1","Phosphorus, Total (As P)",0.17,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-2","Phosphorus, Total (As P)",0.12,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-2","Phosphorus, Total (As P)",0.14,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-IN-2","Phosphorus, Total (As P)",0.16,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-IN-D-2","Phosphorus, Total (As P)",0.14,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D-2","2021"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-IN","Phosphorus, Total (As P)",0.32,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-IN-D","Phosphorus, Total (As P)",0.8,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN-D","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-OT","Phosphorus, Total (As P)",0.3,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-OT-D","Phosphorus, Total (As P)",0.31,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-IN","Phosphorus, Total (As P)",8.37,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-IN-D","Phosphorus, Total (As P)",8.38,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-OT","Phosphorus, Total (As P)",8.35,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-OT-D","Phosphorus, Total (As P)",8.36,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-IN","Phosphorus, Total (As P)",0.2,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-IN","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-OT","Phosphorus, Total (As P)",0.15,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,TRUE,"A2-04-OT-D","Phosphorus, Total (As P)",0.16,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT-D","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-IN-1","Phosphorus, Total (As P)",0.083,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-IN-1-D","Phosphorus, Total (As P)",0.13,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1-D","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-OT-1","Phosphorus, Total (As P)",0.1,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-OT-1-D","Phosphorus, Total (As P)",0.099,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-IN-1","Phosphorus, Total (As P)",0.25,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-IN-1-D","Phosphorus, Total (As P)",0.36,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-OT-1","Phosphorus, Total (As P)",0.15,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-OT-1-D","Phosphorus, Total (As P)",0.14,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1-D","2022"
"ARDEC","7/18/2023 16:00","Irrigation 1",NA,FALSE,"A2-01-IN-ISC","Phosphorus, Total (As P)",0.321,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","HS23071046-06",1,"RL","","ISCO",NA,NA,NA,"7/18/2023 13:35","A2-01-IN-ISC","2023"
"ARDEC","7/18/2023 16:00","Irrigation 1",NA,FALSE,"A2-01-OT-ISC","Phosphorus, Total (As P)",0.556,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","HS23071046-04",1,"RL","","ISCO",NA,NA,NA,"7/18/2023 13:35","A2-01-OT-ISC","2023"
"ARDEC","8/16/2023 3:00","Irrigation 2",NA,FALSE,"A2-02-OT-ISC","Phosphorus, Total (As P)",0.181,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","HS23081137-01",1,"RL","","ISCO",NA,NA,NA,"8/18/2023 9:50","A2-02-OT-ISC","2023"
"ARDEC","8/16/2023 3:00","Irrigation 2",NA,TRUE,"A2-02-OT-ISC-D","Phosphorus, Total (As P)",0.133,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","HS23081137-02",1,"RL","","ISCO",NA,NA,NA,"8/18/2023 9:50","A2-02-OT-ISC-D","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,FALSE,"A2-03-IN-ISC","Phosphorus, Total (As P)",0.713,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","HS23081394-04",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-IN-ISC","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,TRUE,"A2-03-IN-ISC-D","Phosphorus, Total (As P)",0.594,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Inflow","HS23081394-05",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-IN-ISC-D","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,FALSE,"A2-03-OT-ISC","Phosphorus, Total (As P)",0.1,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","HS23081394-01",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-OT-ISC","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,TRUE,"A2-03-OT-ISC-D","Phosphorus, Total (As P)",0.137,"mg/L",FALSE,"SM4500P E - P_TW M4500P E","7723-14-0",0.02,0.05,"Outflow","HS23081394-02",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-OT-ISC-D","2023"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-IN-1","Phosphorus, Total Orthophosphate (as P)",0.12,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-IN-1-D","Phosphorus, Total Orthophosphate (as P)",0.14,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1-D","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-OT-1","Phosphorus, Total Orthophosphate (as P)",0.25,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-OT-1-D","Phosphorus, Total Orthophosphate (as P)",0.24,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-IN-1","Phosphorus, Total Orthophosphate (as P)",0.19,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-IN-1-D","Phosphorus, Total Orthophosphate (as P)",0.18,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-OT-1","Phosphorus, Total Orthophosphate (as P)",0.24,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-OT-1-D","Phosphorus, Total Orthophosphate (as P)",0.28,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1-D","2022"
"ARDEC","7/18/2023 16:00","Irrigation 1",NA,FALSE,"A2-01-IN-ISC","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Inflow","HS23071046-06",1,"RL","","ISCO",NA,NA,NA,"7/18/2023 13:35","A2-01-IN-ISC","2023"
"ARDEC","7/18/2023 16:00","Irrigation 1",NA,FALSE,"A2-01-OT-ISC","Phosphorus, Total Orthophosphate (as P)",0.334,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","HS23071046-04",1,"RL","","ISCO",NA,NA,NA,"7/18/2023 13:35","A2-01-OT-ISC","2023"
"ARDEC","8/16/2023 3:00","Irrigation 2",NA,FALSE,"A2-02-OT-ISC","Phosphorus, Total Orthophosphate (as P)",0.123,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","HS23081137-01",1,"RL","H","ISCO",NA,NA,NA,"8/18/2023 9:50","A2-02-OT-ISC","2023"
"ARDEC","8/16/2023 3:00","Irrigation 2",NA,TRUE,"A2-02-OT-ISC-D","Phosphorus, Total Orthophosphate (as P)",0.106,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","HS23081137-02",1,"RL","H","ISCO",NA,NA,NA,"8/18/2023 9:50","A2-02-OT-ISC-D","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,FALSE,"A2-03-IN-ISC","Phosphorus, Total Orthophosphate (as P)",0.051,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Inflow","HS23081394-04",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-IN-ISC","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,TRUE,"A2-03-IN-ISC-D","Phosphorus, Total Orthophosphate (as P)",0.05,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Inflow","HS23081394-05",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-IN-ISC-D","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,FALSE,"A2-03-OT-ISC","Phosphorus, Total Orthophosphate (as P)",0.075,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","HS23081394-01",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-OT-ISC","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,TRUE,"A2-03-OT-ISC-D","Phosphorus, Total Orthophosphate (as P)",0.072,"mg/L",FALSE,"SM4500P E - P-Ortho M4500P E","7723-14-0",0.01,0.05,"Outflow","HS23081394-02",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-OT-ISC-D","2023"
"ARDEC","6/7/2021","Irrigation 1",NA,FALSE,"A2-01-OT-1","Selenium, Total",0.011,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-1","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,TRUE,"A2-01-OT-1-D","Selenium, Total",0.01,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-1-D","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,FALSE,"A2-01-OT-2","Selenium, Total",0.0096,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-2","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,TRUE,"A2-01-OT-2-D","Selenium, Total",0.0096,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-2-D","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,FALSE,"A2-02-OT-1","Selenium, Total",0.0091,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-1","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,TRUE,"A2-02-OT-D","Selenium, Total",0.008,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-D","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,FALSE,"A2-02-IN","Selenium, Total",0.0078,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,TRUE,"A2-02-IN-D","Selenium, Total",0.0088,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN-D","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-1","Selenium, Total",0.009,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-1","Selenium, Total",0.0092,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-2","Selenium, Total",0.0081,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-2","Selenium, Total",0.0084,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-IN-2","Selenium, Total",0.01,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-IN-D-2","Selenium, Total",0.0092,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D-2","2021"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-IN","Selenium, Total",0.01,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-IN-D","Selenium, Total",0.01,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN-D","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-OT","Selenium, Total",0.0091,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-OT-D","Selenium, Total",0.0086,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-IN","Selenium, Total",0.0086,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-IN-D","Selenium, Total",0.0087,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-OT","Selenium, Total",0.0084,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-OT-D","Selenium, Total",0.0085,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-IN","Selenium, Total",0.0096,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-IN","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-OT","Selenium, Total",0.008,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,TRUE,"A2-04-OT-D","Selenium, Total",0.0092,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT-D","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-IN-1","Selenium, Total",0.0081,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-IN-1-D","Selenium, Total",0.0095,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1-D","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-OT-1","Selenium, Total",0.0083,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-OT-1-D","Selenium, Total",0.0089,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-IN-1","Selenium, Total",0.00954,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-IN-1-D","Selenium, Total",0.00934,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-OT-1","Selenium, Total",0.00823,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-OT-1-D","Selenium, Total",0.00831,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1-D","2022"
"ARDEC","8/23/2023","Irrigation 2",NA,FALSE,"A2-02-OT-ISC-4","Specific Conductance",0.1709,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-02-OT-ISC-4","2023"
"ARDEC","8/15/2023","Irrigation 2",NA,TRUE,"A2-02-OT-ISC-4-D","Specific Conductance",0.1692,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-02-OT-ISC-4-D","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,FALSE,"A2-03-IN-ISC-4","Specific Conductance",0.1675,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Inflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-IN-ISC-4","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,TRUE,"A2-03-IN-ISC-4-D","Specific Conductance",0.1679,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Inflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-IN-ISC-4-D","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,FALSE,"A2-03-OT-ISC-4","Specific Conductance",0.1675,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-OT-ISC-4","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,TRUE,"A2-03-OT-ISC-4-D","Specific Conductance",0.1677,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-OT-ISC-4-D","2023"
"ARDEC","8/1/2023","Storm 1",NA,FALSE,"A2-S1-OT-ISC-4","Specific Conductance",0.455,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-S1-OT-ISC-4","2023"
"ARDEC","8/1/2023","Storm 1",NA,TRUE,"A2-S1-OT-ISC-4-D","Specific Conductance",0.357,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-S1-OT-ISC-4-D","2023"
"ARDEC","6/7/2021","Irrigation 1",NA,FALSE,"A2-01-OT-1","Suspended Solids (Residue, Non-Filterable)",196.6666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-1","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,TRUE,"A2-01-OT-1-D","Suspended Solids (Residue, Non-Filterable)",56.66666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-1-D","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,FALSE,"A2-01-OT-2","Suspended Solids (Residue, Non-Filterable)",43.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-2","2021"
